Name,Age,City,Salary
Bob,57,Houston,50915
Alice,44,New York,121234
Alice,25,New York,107886
Bob,34,Los Angeles,58897
Alice,54,Chicago,142173
David,31,Houston,95841
Charlie,36,Chicago,148613
Alice,51,New York,77697
Bob,32,Los Angeles,70263
Charlie,20,New York,101123
Bob,54,Phoenix,147170
David,20,Los Angeles,100716
Bob,36,Houston,55197
David,24,Houston,87851
Alice,56,Chicago,134470
Charlie,23,Chicago,93180
Eva,25,Los Angeles,97882
Charlie,50,New York,102579
Eva,40,Los Angeles,142994
Alice,35,Phoenix,135311
Bob,57,Los Angeles,77851
David,48,Los Angeles,134696
David,47,Phoenix,105592
David,53,New York,88130
Alice,31,Phoenix,148451
Alice,47,Los Angeles,62663
Eva,54,Chicago,91108
Charlie,44,Houston,65023
Charlie,33,New York,75724
Bob,27,New York,89135
Eva,44,Phoenix,108670
Alice,21,Chicago,90906
Alice,55,Los Angeles,60508
David,38,Chicago,102431
Eva,21,Phoenix,102031
Eva,47,New York,123453
Alice,35,Los Angeles,147230
Eva,35,Phoenix,106774
David,33,Houston,71779
David,26,Houston,105872
Alice,52,Houston,129435
Alice,48,New York,113513
Eva,26,New York,124511
Eva,34,Chicago,72224
Charlie,51,Chicago,99773
Eva,26,Houston,132283
Eva,53,Phoenix,126762
Bob,46,Houston,108281
Alice,52,Los Angeles,107214
Eva,51,Los Angeles,117617
Bob,27,Houston,130462
Eva,59,Phoenix,73814
Alice,21,Chicago,94771
Charlie,25,Houston,97268
David,57,Phoenix,55846
Alice,47,Phoenix,56171
Alice,58,Los Angeles,89327
Bob,43,Chicago,66643
Bob,32,Phoenix,116317
Bob,29,Houston,141615
Charlie,49,Phoenix,76126
Bob,49,Houston,71311
Alice,33,Phoenix,120187
Bob,43,Los Angeles,112098
Eva,44,Chicago,79066
Eva,29,Phoenix,81099
David,24,Phoenix,109839
Eva,57,Los Angeles,126096
David,31,Phoenix,59248
Eva,42,New York,67377
Charlie,44,New York,127800
David,57,Houston,143109
Eva,54,Phoenix,58943
David,53,Houston,124830
David,33,Phoenix,70722
Eva,53,Los Angeles,125587
Alice,27,Chicago,105445
Bob,32,Chicago,131624
David,29,Houston,95892
David,49,New York,124951
David,32,Phoenix,52318
Bob,55,Chicago,58123
David,54,Houston,86770
David,21,Phoenix,51643
Eva,37,Los Angeles,73623
Alice,29,Houston,108926
Charlie,36,New York,86072
Charlie,23,Phoenix,134324
Bob,42,Phoenix,137187
Charlie,40,Chicago,83241
Alice,44,Chicago,77365
Charlie,53,Houston,71187
Alice,40,New York,83303
Alice,41,Chicago,113313
Eva,56,Phoenix,68710
Charlie,32,Houston,121930
David,46,Houston,131006
Bob,22,New York,120659
David,42,Chicago,67276
Charlie,39,Chicago,144216
Charlie,38,New York,76346
David,54,Phoenix,92670
Eva,51,Houston,71062
Charlie,23,New York,60574
Eva,20,Los Angeles,71780
Bob,47,New York,56374
Charlie,42,Houston,128768
David,23,Phoenix,106049
Eva,52,Los Angeles,64412
Bob,31,Los Angeles,148749
Alice,44,Los Angeles,58418
Bob,48,Houston,129703
Eva,29,New York,130779
Charlie,22,Chicago,70530
Charlie,34,Houston,60866
Alice,30,Houston,103481
Eva,24,Houston,106111
Charlie,29,Chicago,122715
Charlie,46,Houston,120638
Eva,28,Chicago,148021
Bob,57,Los Angeles,121984
David,54,New York,149762
Bob,58,Houston,130721
Eva,47,Chicago,74552
Bob,39,Los Angeles,68603
Charlie,55,Phoenix,117864
Eva,56,New York,63581
Charlie,30,Phoenix,83907
Charlie,38,New York,141960
Charlie,24,Houston,99807
Bob,44,Chicago,76287
David,35,New York,50147
Alice,50,Houston,124610
David,33,Los Angeles,81014
Alice,36,Houston,56523
Eva,31,Phoenix,116900
David,54,New York,57461
Alice,37,Chicago,71544
Charlie,26,Phoenix,70662
Eva,44,Los Angeles,139182
David,49,Houston,131271
Bob,49,New York,147726
Eva,22,Los Angeles,119840
Charlie,31,Chicago,73530
Charlie,37,Phoenix,120830
Charlie,59,New York,88685
Alice,29,Los Angeles,95897
David,46,Chicago,78932
Eva,40,Houston,72148
David,24,Chicago,74608
David,22,Phoenix,121943
Alice,59,Los Angeles,98238
Alice,39,Chicago,60966
Charlie,27,New York,143574
David,51,Phoenix,144228
Alice,52,New York,128827
Charlie,24,Chicago,89837
Eva,47,Chicago,58401
Alice,44,Phoenix,76989
Alice,28,Phoenix,97485
Eva,46,Houston,126713
Eva,58,Chicago,93764
Alice,47,Chicago,130034
Eva,54,New York,60193
Eva,32,Houston,58579
Charlie,28,New York,106638
Alice,52,Chicago,144127
Eva,20,New York,76079
Charlie,37,Los Angeles,60120
Alice,32,Phoenix,138732
Alice,36,New York,106940
Alice,31,New York,54596
Eva,35,Chicago,57649
Eva,48,Houston,121004
David,20,New York,66025
Charlie,48,Los Angeles,126749
David,56,Chicago,140141
Charlie,38,Houston,138538
Bob,37,New York,99154
David,45,Phoenix,104730
Alice,45,Phoenix,142093
Bob,24,Phoenix,99529
Bob,30,Chicago,120362
Bob,53,Phoenix,120067
Charlie,42,Houston,79378
Eva,53,Chicago,51564
Eva,38,Los Angeles,100890
Bob,55,Los Angeles,147620
Eva,40,Phoenix,104456
Alice,25,Chicago,122186
Eva,55,Phoenix,108894
Charlie,33,Phoenix,121767
Bob,59,Los Angeles,121746
David,50,Los Angeles,90118
Alice,31,Chicago,93806
David,28,Phoenix,140435
Bob,46,Chicago,70662
Bob,51,Houston,73450
David,46,Houston,146250
Bob,57,New York,65417
Bob,39,Los Angeles,137288
Bob,51,Chicago,128171
Eva,26,Phoenix,146728
Eva,57,New York,52757
Charlie,31,Houston,52701
David,35,Phoenix,70729
Alice,24,New York,93750
David,55,New York,88970
David,37,Houston,77304
Charlie,45,Phoenix,70964
Eva,32,Phoenix,66378
Alice,20,New York,129995
Alice,52,Los Angeles,99303
Charlie,26,Los Angeles,136705
Bob,55,Los Angeles,102952
David,39,New York,80396
David,55,Los Angeles,59008
Alice,49,Houston,115326
David,43,New York,143165
Alice,45,Los Angeles,77256
Eva,40,Chicago,133933
Eva,28,Phoenix,89755
Alice,58,New York,119657
Charlie,42,Phoenix,78367
David,59,Phoenix,103719
Alice,35,Los Angeles,77401
Charlie,24,Chicago,113683
Eva,31,Los Angeles,122107
David,46,Chicago,135319
David,31,Chicago,121804
Eva,46,Phoenix,146241
Bob,32,Phoenix,106586
Alice,48,Chicago,106976
Charlie,20,Chicago,104466
Charlie,25,Chicago,124035
Bob,58,Phoenix,64388
Charlie,33,Houston,134797
Charlie,42,Houston,87673
David,44,New York,57435
Alice,46,Houston,64494
David,25,Los Angeles,115716
Eva,38,Phoenix,86932
David,48,Houston,102630
Bob,23,Chicago,72303
Alice,43,Chicago,85608
Bob,29,Los Angeles,141304
Alice,25,New York,144075
Alice,46,Chicago,63121
Alice,53,Houston,117313
Charlie,21,Chicago,146645
David,52,New York,102915
Charlie,40,Los Angeles,58625
Charlie,47,New York,91475
David,32,New York,132167
Bob,51,Phoenix,98665
Alice,47,Chicago,50738
Bob,23,Chicago,144590
Bob,40,Houston,93808
Eva,30,New York,59966
Charlie,29,Los Angeles,130651
Alice,25,Chicago,117799
David,33,Chicago,146902
Bob,37,Los Angeles,138911
Eva,45,Phoenix,68617
Eva,23,Houston,133259
Bob,20,Chicago,83735
Bob,34,Chicago,103895
Eva,34,Houston,78728
Charlie,43,Houston,60414
Eva,26,Chicago,105907
Eva,35,Houston,85073
Eva,25,Houston,81788
Charlie,20,Los Angeles,113678
Charlie,59,Houston,116223
Charlie,27,Los Angeles,86862
David,37,New York,129628
David,52,Houston,52914
David,49,Los Angeles,117126
David,51,New York,128265
Alice,35,Houston,146704
Alice,31,Houston,53355
Alice,51,Phoenix,91351
Bob,38,Chicago,70138
Alice,58,Phoenix,121651
Bob,42,Houston,84768
Eva,27,Phoenix,95639
Alice,55,Phoenix,89343
Charlie,39,Houston,101487
David,25,Chicago,98788
Bob,20,New York,89273
Eva,21,Houston,121984
Alice,34,Houston,129108
David,38,Los Angeles,50514
Charlie,26,New York,110640
Eva,56,Houston,93883
Charlie,52,Chicago,94517
Alice,31,New York,135386
Bob,43,Los Angeles,60137
Eva,44,New York,55628
Alice,28,Los Angeles,79760
Alice,39,Houston,58137
Bob,22,Houston,136073
Bob,48,New York,130452
Alice,58,Chicago,54600
Bob,53,Phoenix,134440
Eva,33,New York,138964
Bob,53,Phoenix,88368
Eva,30,Houston,53083
Alice,43,Chicago,132146
David,33,New York,73600
Alice,50,Phoenix,119219
Alice,20,New York,118129
Alice,27,New York,55628
Eva,23,Chicago,61643
David,20,Phoenix,52587
Bob,51,Houston,129392
Charlie,28,Houston,123612
Eva,23,Houston,85811
Alice,31,Los Angeles,79689
Alice,43,Los Angeles,66502
Charlie,40,Chicago,64005
Bob,21,Phoenix,142037
David,26,Phoenix,144087
Alice,24,Los Angeles,125872
Charlie,55,Los Angeles,118182
Alice,42,Los Angeles,120610
Charlie,50,Chicago,67499
Bob,58,New York,126959
Charlie,31,New York,54813
Alice,54,New York,83350
Eva,23,Phoenix,56042
Bob,20,New York,97623
Charlie,26,Chicago,104493
Eva,53,Los Angeles,67507
David,49,Phoenix,117837
David,41,New York,138342
Charlie,34,Los Angeles,125436
Bob,42,Phoenix,96384
Alice,47,Houston,131121
David,23,Chicago,109236
Eva,50,Chicago,129790
Eva,59,Chicago,118058
Eva,43,Chicago,64287
David,44,Chicago,115075
Charlie,33,New York,111064
David,52,New York,116675
Bob,52,Houston,80675
Bob,45,Phoenix,61426
Charlie,29,New York,75209
Eva,57,Chicago,142582
David,37,Los Angeles,83051
Charlie,43,Los Angeles,87490
Alice,55,Phoenix,81269
Bob,55,Houston,137114
Alice,54,Houston,79027
Alice,40,New York,55537
David,25,Houston,131382
Charlie,40,Houston,104869
Alice,26,Chicago,77391
Alice,28,Los Angeles,134792
Eva,20,New York,145354
Eva,45,Houston,106055
Alice,58,Houston,63966
David,27,Los Angeles,112070
Alice,29,Phoenix,103474
Bob,26,New York,121703
Charlie,49,Houston,84523
David,25,New York,62432
Eva,56,New York,68239
Charlie,49,Phoenix,144417
Bob,59,Houston,61944
David,39,New York,57941
David,42,Houston,84231
David,23,Houston,118476
Eva,27,Chicago,72753
Charlie,49,Phoenix,114246
Bob,40,New York,94987
Alice,28,New York,142949
Alice,38,Houston,114775
Alice,42,New York,61498
Charlie,42,Chicago,111781
David,41,Chicago,53091
Bob,59,Los Angeles,125347
Eva,54,New York,73756
David,54,New York,53270
Eva,36,Phoenix,147798
David,33,Houston,54814
Alice,48,Phoenix,129298
David,33,Chicago,121573
Alice,53,New York,136211
Alice,46,New York,72559
Bob,33,Phoenix,87491
Bob,30,Phoenix,60721
Eva,43,Los Angeles,64951
Eva,41,Los Angeles,93369
Charlie,47,Los Angeles,78085
Charlie,41,Phoenix,119280
Eva,51,Houston,143840
Bob,58,Phoenix,90885
Alice,38,Chicago,55977
Charlie,47,New York,79107
Bob,46,Houston,120521
Alice,43,New York,96345
Charlie,27,Houston,117464
Bob,33,Houston,57335
Eva,40,Chicago,110396
Bob,50,Chicago,87970
Charlie,55,Chicago,50522
Alice,30,New York,113135
Charlie,55,Chicago,132272
David,25,Houston,120239
Eva,57,New York,59670
David,42,Houston,128146
Charlie,53,Los Angeles,89592
Charlie,38,New York,55565
Bob,20,Houston,104264
Bob,51,Houston,132158
David,50,New York,53541
Bob,22,Los Angeles,59972
Bob,41,New York,68348
David,38,Chicago,136619
Bob,36,Chicago,121648
David,55,Chicago,50552
Alice,32,Phoenix,126485
David,28,Los Angeles,95450
Bob,46,New York,78762
Eva,55,Phoenix,136933
Eva,29,Los Angeles,139764
David,51,Houston,57858
Eva,20,New York,78399
Eva,40,Chicago,147556
Bob,48,Los Angeles,107784
Alice,58,Houston,78031
Alice,56,Los Angeles,109493
Bob,50,Houston,121097
Alice,53,Los Angeles,86498
David,55,Chicago,86380
Alice,46,Phoenix,67282
Eva,38,Houston,121217
Bob,44,New York,79999
Charlie,44,New York,67587
Eva,34,Los Angeles,109875
Eva,48,Phoenix,117318
David,39,Houston,101920
Charlie,22,Phoenix,63774
David,49,Los Angeles,126552
Bob,21,Houston,62612
Charlie,41,New York,59771
Bob,37,New York,52469
Alice,45,Houston,52501
Eva,34,Houston,89726
Alice,42,Houston,64532
Bob,35,New York,141177
David,38,Houston,146142
Eva,31,Houston,136544
Eva,44,Phoenix,55301
Charlie,25,Los Angeles,110186
Alice,26,Phoenix,67465
Bob,32,Los Angeles,76377
Bob,32,Los Angeles,98218
Bob,57,Los Angeles,50205
Bob,38,New York,130003
David,29,New York,98450
Bob,28,Houston,74586
David,28,Phoenix,73533
David,20,Phoenix,61963
Charlie,52,Houston,145746
Charlie,32,Phoenix,143126
Alice,40,Houston,144524
Bob,35,Chicago,51887
David,43,Phoenix,101356
Charlie,37,New York,83269
Bob,43,Chicago,107528
Charlie,29,Houston,107361
Charlie,54,New York,72451
Alice,52,Phoenix,118242
David,26,Los Angeles,123925
David,47,Houston,74275
Charlie,55,Phoenix,52609
Bob,39,Phoenix,67921
David,58,Houston,120799
Alice,21,Houston,113304
David,53,Houston,120442
Alice,57,Phoenix,74307
Bob,53,Chicago,101460
Charlie,53,Los Angeles,67318
Bob,23,Phoenix,96712
Bob,42,Houston,67350
Alice,57,Chicago,53955
Bob,53,Los Angeles,108289
Charlie,23,Chicago,99579
David,33,Houston,103081
Alice,54,Los Angeles,54000
Alice,35,Chicago,139386
Bob,53,Chicago,114829
Bob,50,Chicago,99269
Bob,48,Los Angeles,134289
Eva,29,Houston,79659
Charlie,31,Los Angeles,120080
Bob,45,Chicago,110160
Eva,29,Chicago,80607
Alice,52,Houston,51664
Charlie,41,New York,123954
Eva,56,Houston,78647
Alice,31,Los Angeles,84074
David,55,Chicago,66609
David,22,Phoenix,95809
Charlie,52,Chicago,53201
Eva,48,New York,71914
Eva,56,New York,127437
Alice,30,Houston,105715
David,55,Phoenix,71674
David,49,Los Angeles,66475
Bob,43,Houston,139812
Eva,57,Chicago,113420
Charlie,49,Phoenix,121955
David,53,Chicago,149721
Charlie,55,Phoenix,118549
Charlie,36,Phoenix,134783
Bob,40,Phoenix,90322
David,53,Los Angeles,107311
Charlie,23,Phoenix,92891
David,51,Houston,102081
Bob,56,New York,95329
Alice,28,Phoenix,71700
Alice,44,Los Angeles,84255
Alice,45,Chicago,88273
Charlie,45,Phoenix,118099
Charlie,57,New York,135048
Charlie,30,Los Angeles,77970
David,52,Los Angeles,54294
Eva,23,Chicago,109072
David,41,Phoenix,56094
Alice,33,Houston,139976
Eva,52,Phoenix,62318
Bob,25,Los Angeles,108845
Eva,41,Phoenix,105166
Bob,33,Houston,126049
Charlie,47,Houston,65552
Alice,54,Los Angeles,105548
Charlie,20,New York,96787
David,59,Los Angeles,79623
Charlie,37,Houston,54795
Charlie,52,Houston,128949
Eva,52,Phoenix,85031
Bob,31,Chicago,111699
Alice,26,Houston,87735
Charlie,38,New York,104534
Charlie,53,Los Angeles,114713
Bob,25,Houston,77920
David,37,Phoenix,109155
David,30,Phoenix,86073
Eva,32,Chicago,135940
Bob,37,Los Angeles,107695
Charlie,51,Houston,136695
David,23,Chicago,123627
David,54,New York,78196
Alice,50,Houston,149969
Alice,26,Chicago,127482
Eva,20,New York,133476
David,24,Phoenix,95163
David,24,Los Angeles,55205
Bob,20,Los Angeles,134176
Alice,55,New York,62026
Alice,42,Houston,69338
David,50,Los Angeles,137005
Eva,59,Los Angeles,67032
David,49,New York,148408
Charlie,42,New York,115485
Alice,43,Phoenix,81668
Alice,46,New York,135507
Bob,31,New York,56466
Eva,22,Chicago,65618
Bob,41,Houston,116821
Alice,32,Chicago,85634
Eva,36,New York,95749
David,22,Phoenix,126425
David,47,Houston,107610
Eva,32,Chicago,72979
Charlie,55,Chicago,114795
David,20,Houston,70071
Bob,33,New York,123691
David,57,Houston,91367
David,38,Chicago,141809
Charlie,55,Los Angeles,110927
David,30,Houston,130889
Bob,39,Phoenix,141354
Bob,47,Chicago,115402
Bob,29,Chicago,55718
Alice,58,Los Angeles,70487
David,32,Los Angeles,89726
David,58,Los Angeles,112191
Eva,58,Los Angeles,120766
Charlie,25,New York,130652
Alice,42,Houston,55907
David,32,Phoenix,126115
Bob,22,Phoenix,149820
Alice,20,Chicago,78098
Alice,44,New York,118942
Bob,49,Chicago,115348
Eva,48,Phoenix,88094
David,52,Houston,121134
Charlie,24,New York,146478
Eva,28,New York,74949
Charlie,38,Phoenix,56138
Charlie,48,Chicago,66080
David,27,Houston,62657
Alice,28,New York,88481
Bob,36,Chicago,50970
Charlie,42,New York,104537
Eva,35,Chicago,92426
David,40,Los Angeles,75860
David,41,Chicago,61948
Eva,43,Phoenix,81713
Charlie,53,Houston,59871
Charlie,22,New York,76878
Charlie,46,Chicago,81426
Eva,31,Phoenix,87544
Charlie,44,Houston,102880
Eva,35,Chicago,62437
David,45,Chicago,99021
Eva,25,New York,94537
Bob,42,Los Angeles,74562
Alice,54,New York,89535
Alice,49,Los Angeles,57142
Bob,32,Houston,100725
Eva,40,New York,79386
Alice,53,Phoenix,111801
Bob,31,Phoenix,112210
Charlie,50,Phoenix,101320
Bob,31,Phoenix,135524
Alice,26,Los Angeles,53092
Eva,51,Chicago,64525
Eva,54,Houston,61622
Eva,41,Phoenix,134869
Alice,30,Houston,149377
Charlie,47,New York,106645
Eva,37,Los Angeles,72901
David,58,Los Angeles,103072
Charlie,26,Los Angeles,69188
Bob,31,Chicago,131586
David,49,Chicago,70687
Charlie,33,Los Angeles,94327
Alice,39,Chicago,59156
David,27,Houston,60672
Charlie,36,Houston,144559
Charlie,26,Houston,137069
Charlie,35,Houston,136399
Charlie,22,New York,87874
Eva,30,New York,80621
David,49,Los Angeles,135806
Charlie,30,Phoenix,69709
Bob,30,Chicago,86587
Charlie,51,Chicago,122823
Eva,37,Los Angeles,110979
David,55,Chicago,66387
David,56,Houston,56993
Charlie,56,Chicago,144673
Charlie,37,Los Angeles,138068
Bob,41,Chicago,118562
David,47,Los Angeles,135699
David,45,Chicago,109293
David,28,Houston,61377
Alice,53,Phoenix,99490
David,29,New York,72311
David,31,New York,114125
Bob,48,Houston,72216
Bob,36,Chicago,103886
Eva,22,Los Angeles,56568
Bob,28,Chicago,92968
David,53,Houston,116658
David,34,Los Angeles,71870
David,21,Phoenix,53285
Bob,51,Los Angeles,137790
Charlie,42,New York,76148
Alice,20,Chicago,87415
Eva,32,Phoenix,64454
Charlie,20,Phoenix,118345
Alice,48,Los Angeles,62964
Bob,51,New York,92158
Eva,48,New York,98844
Eva,39,New York,131613
Bob,52,Phoenix,99325
Charlie,24,Los Angeles,56696
Alice,37,Phoenix,132407
David,49,New York,79368
David,58,New York,86850
Alice,46,Los Angeles,101486
David,45,New York,143610
Charlie,38,Phoenix,135339
Bob,40,Los Angeles,132243
David,27,Phoenix,75882
Bob,54,Houston,62330
David,48,Houston,102939
David,52,Phoenix,94153
Eva,58,Chicago,86964
David,32,New York,63364
Eva,44,Houston,133326
Alice,27,Phoenix,82489
David,29,Los Angeles,112700
David,59,Phoenix,78391
David,53,Houston,80170
Eva,50,New York,86461
David,55,Phoenix,97837
Charlie,54,Houston,72353
Alice,59,Phoenix,123229
Bob,22,Phoenix,136206
Bob,49,Houston,130502
Eva,59,Chicago,98917
Alice,42,Los Angeles,82331
Alice,55,Los Angeles,141476
Bob,20,Los Angeles,127001
Eva,46,Houston,74444
Charlie,24,Chicago,73307
Alice,29,New York,77271
Bob,26,New York,95205
Charlie,49,New York,143912
Charlie,25,Chicago,125238
Charlie,21,New York,121881
David,42,Houston,54169
Charlie,46,Phoenix,108619
Charlie,49,New York,59676
Bob,25,Phoenix,60360
Eva,36,Chicago,139380
David,46,Los Angeles,138284
Bob,46,Phoenix,115443
Bob,34,Phoenix,56339
Charlie,44,New York,84204
David,28,Phoenix,142678
Eva,39,New York,143583
Eva,49,Los Angeles,75462
Bob,31,Phoenix,106791
David,41,Los Angeles,100918
Bob,22,Los Angeles,121046
Bob,46,New York,100769
Eva,24,Los Angeles,79671
Eva,42,Phoenix,104909
Bob,38,Phoenix,89115
Eva,58,New York,50409
Eva,21,Los Angeles,65144
Charlie,24,Los Angeles,56407
Charlie,59,Los Angeles,69949
Alice,39,Los Angeles,99449
Alice,47,Houston,147087
Bob,27,New York,92842
Bob,49,Chicago,139802
Bob,54,Chicago,144948
Bob,44,Houston,87669
Eva,32,Los Angeles,53836
Alice,25,Phoenix,71433
Bob,33,Los Angeles,69769
Charlie,58,Los Angeles,61977
Eva,35,Chicago,97450
Alice,20,Houston,67451
Eva,24,New York,72104
David,42,Los Angeles,98606
Bob,50,New York,89129
Charlie,52,New York,98155
Alice,51,Houston,146345
Eva,56,Phoenix,52075
Alice,23,Los Angeles,131538
David,55,Chicago,108686
Charlie,39,Chicago,90811
Eva,54,Chicago,89873
David,37,New York,88401
Charlie,23,Phoenix,96856
Bob,28,Phoenix,107210
Alice,21,Houston,63880
David,35,New York,75499
Alice,28,Phoenix,147340
Alice,42,Chicago,95881
David,30,Chicago,143576
David,32,Chicago,70501
Eva,23,Phoenix,122833
Charlie,42,Chicago,120717
Bob,32,Phoenix,115809
Charlie,45,Phoenix,55251
Bob,46,Los Angeles,88174
Bob,20,Chicago,66556
Eva,58,Phoenix,89504
Charlie,47,Phoenix,124879
David,56,Chicago,70825
Alice,41,Chicago,149931
Eva,41,Chicago,91999
Eva,26,Houston,146792
Eva,32,Chicago,129617
David,27,Los Angeles,147267
Alice,23,New York,84484
Bob,30,Phoenix,72794
David,47,Chicago,146585
Charlie,44,Houston,143001
Charlie,29,Phoenix,139729
David,56,Phoenix,135578
Eva,28,Los Angeles,100729
David,29,Houston,67514
Alice,55,Phoenix,119149
Bob,21,Los Angeles,57122
Bob,58,Houston,70044
Bob,40,Houston,110925
Bob,45,Chicago,99344
Eva,45,Houston,76043
Charlie,25,Los Angeles,65197
Charlie,20,Houston,79253
David,59,Houston,96608
Bob,26,Houston,84830
Charlie,26,Chicago,117594
Alice,59,Phoenix,76756
David,37,Houston,117068
Eva,31,New York,110012
Charlie,37,Phoenix,94183
Bob,57,New York,75685
Eva,50,Houston,122452
Alice,29,Chicago,62343
Alice,32,Los Angeles,64440
Alice,37,Phoenix,129617
Eva,56,Houston,110879
Charlie,52,New York,106013
Charlie,23,Houston,59202
Bob,32,Los Angeles,115065
Eva,57,Houston,55552
Charlie,27,New York,149678
David,25,New York,59320
Bob,37,Houston,119197
Charlie,38,Houston,88235
David,38,Phoenix,148343
Bob,37,Chicago,66332
Alice,53,Los Angeles,102649
Alice,30,Chicago,97878
David,29,Houston,78456
Alice,46,Chicago,131937
David,24,Los Angeles,118517
Bob,45,Chicago,117516
Charlie,57,Los Angeles,117961
Bob,27,New York,107450
David,53,New York,72211
Eva,37,Houston,71756
Eva,59,Chicago,83196
David,37,New York,132557
Alice,58,Chicago,58140
David,28,New York,135628
Charlie,58,Houston,76105
Bob,43,New York,78585
David,54,New York,116036
Charlie,57,Los Angeles,105637
Eva,47,Houston,134581
David,24,Phoenix,70955
Alice,22,Chicago,119517
David,45,Phoenix,96359
Eva,26,Phoenix,56990
Charlie,30,Los Angeles,107944
David,39,Phoenix,63154
David,35,New York,91604
Alice,40,Los Angeles,81864
David,35,Los Angeles,142702
Bob,55,Los Angeles,76716
David,27,Houston,101381
Charlie,56,Phoenix,97842
Bob,48,Los Angeles,63137
Alice,29,New York,103537
Charlie,56,New York,121626
Alice,43,Los Angeles,89970
David,55,Houston,73225
David,48,Chicago,108005
David,38,Los Angeles,58132
Eva,34,Chicago,74078
Eva,59,Houston,56116
Eva,40,Los Angeles,79720
Bob,56,Los Angeles,100528
Eva,28,New York,116506
David,59,Los Angeles,57102
David,33,Los Angeles,127566
Alice,41,Los Angeles,65108
Charlie,52,New York,109648
Charlie,52,Chicago,139168
Bob,50,New York,137330
Charlie,29,New York,91297
Bob,47,Los Angeles,79795
Alice,48,Los Angeles,92077
David,43,Phoenix,143069
David,48,Phoenix,90475
Bob,22,Houston,136601
Eva,40,Phoenix,85509
Alice,42,Los Angeles,80901
David,52,Houston,69454
David,27,Chicago,127285
Alice,41,Phoenix,62949
Bob,40,Phoenix,104421
Eva,39,Los Angeles,94406
Bob,45,Los Angeles,97779
Alice,57,New York,53944
Charlie,44,New York,131948
Bob,39,Phoenix,97597
Charlie,33,Phoenix,98074
Alice,47,Houston,80808
Charlie,42,Phoenix,110826
David,47,Los Angeles,114644
Charlie,23,Los Angeles,116841
Eva,53,Houston,123147
Eva,49,Chicago,129278
Alice,41,Chicago,118434
Eva,22,Los Angeles,62303
Charlie,58,New York,66231
David,44,Chicago,78672
Alice,37,New York,108508
Bob,33,Los Angeles,55889
David,29,Los Angeles,106880
Bob,45,New York,134156
Alice,57,Los Angeles,71921
Bob,34,Phoenix,109390
David,49,Los Angeles,80923
Eva,27,Phoenix,71629
Alice,47,Houston,102135
Eva,48,New York,141723
Eva,42,Chicago,92219
Eva,24,Houston,81426
David,23,New York,148715
Charlie,44,Chicago,67108
Eva,59,Phoenix,62672
Charlie,46,Chicago,84457
Alice,29,Phoenix,109361
Bob,27,Los Angeles,100512
Eva,40,Los Angeles,82600
Charlie,31,Phoenix,73224
Alice,26,Houston,146665
David,48,Chicago,106493
Alice,22,Phoenix,111584
David,59,Houston,108332
Bob,47,Chicago,141195
Bob,51,Houston,59107
Charlie,55,Phoenix,105877
David,32,Chicago,53842
David,20,Chicago,105979
Bob,43,Houston,147841
Alice,25,Los Angeles,70066
Alice,20,Chicago,74639
Charlie,55,Houston,149286
Bob,30,Los Angeles,97391
Bob,49,New York,101767
Eva,37,Houston,89848
Charlie,38,Chicago,74659
Bob,30,New York,110198
Eva,39,Phoenix,84296
David,57,New York,109967
Eva,33,New York,114984
Bob,23,New York,52046
Alice,56,Los Angeles,85401
Charlie,23,Los Angeles,71484
David,55,Los Angeles,71054
Alice,27,New York,61414
Charlie,30,Chicago,138879
David,40,Chicago,137354
David,48,New York,129713
Bob,28,New York,92734
Eva,28,Chicago,98977
Alice,37,Houston,92332
Eva,37,Phoenix,141533
Bob,25,New York,77341
Bob,51,New York,109033
Alice,49,Los Angeles,79730
David,36,Los Angeles,127325
Charlie,42,New York,118826
David,55,Houston,124622
Eva,55,Houston,149153
Alice,36,Los Angeles,97800
Bob,47,Phoenix,143176
David,52,New York,100417
Alice,22,Houston,66857
Charlie,31,Houston,66363
Bob,38,New York,64517
David,44,Phoenix,107072
Bob,44,Los Angeles,134911
Eva,20,New York,82749
Charlie,28,Phoenix,133508
Charlie,43,Chicago,64698
Charlie,21,Chicago,130996
Eva,49,Phoenix,140589
David,58,Los Angeles,64150
David,58,New York,133432
David,37,Houston,55840
David,39,New York,92141
David,45,Los Angeles,104723
Alice,25,Chicago,125406
Eva,41,New York,66787
Charlie,54,Phoenix,84158
David,53,New York,78963
David,58,New York,116467
Charlie,47,Chicago,90161
Charlie,57,Chicago,120079
Alice,24,Houston,115533
Eva,39,Chicago,93017
Bob,53,Chicago,121589
Alice,41,New York,70467
Bob,24,Chicago,105282
Alice,45,New York,125854
Eva,27,New York,121815
Eva,56,Phoenix,84561
Bob,51,New York,149050
David,22,Houston,130074
David,45,New York,91385
David,32,New York,96222
Bob,25,Los Angeles,92324
David,55,Houston,116652
Charlie,50,Los Angeles,53820
Charlie,29,Phoenix,55748
Eva,37,New York,60182
Bob,49,Houston,67007
David,31,Houston,141979
Charlie,54,Phoenix,88166
David,53,Chicago,63334
Alice,48,Houston,61889
David,42,Chicago,54450
Eva,45,Phoenix,70111
Alice,47,Chicago,67661
Bob,37,Phoenix,120300
David,53,New York,84456
David,53,New York,136838
Alice,45,New York,134403
Eva,40,Los Angeles,56987
Eva,27,Houston,128253
Eva,20,Phoenix,56953
